1601491392	2022	1574
990269509	4999	1585
94523171	470	74
272479234	2981	1827
2399958906	971	634
1548411846	1896	1706
2834370990	1405	293
126652559	2415	2023
3345942753	753	38
2743380299	767	32
1045630908	240	136
3298840127	172	56
1407822289	4376	1483
48100655	70	23
2892954268	1796	1142
955698157	925	431
19432346	824	560
2771704583	3578	2266
2834570816	78	9
2391370394	255	80
25678502	3122	2142
2188828022	10	0
878546018	1876	1484
113092693	5000	3667
47104135	5000	607
2178564559	464	43
15066876	5000	164
1870184766	334	61
2329041289	2831	801
3264475885	65	35
1910770484	954	207
229158981	144	95
1313442830	3956	700
1724303324	131	97
253742998	77	12
2306660054	673	388
35759628	535	253
2813365387	2224	1184
235791649	5000	3079
3165612010	84	59
2233135202	140	61
448111957	388	147
62697366	1022	484
141121573	294	200
1902111738	331	304
3110905846	5000	1763
2798798158	2575	2032
32765764	5000	3805
15519174	653	443
285097277	2246	1646
1245066085	2908	2175
46870227	137	47
710757859	643	29
1395074425	855	534
2347855458	407	128
1650388410	2290	1950
17022638	1707	906
25644429	818	252
18665002	1112	54
29941615	474	165
1174456664	1334	100
2991368880	5000	1041
374572659	829	84
35525976	4836	3090
57041662	4629	2680
453561436	726	508
2449650492	5000	3511
2932155582	118	67
388532818	5000	1286
933595302	1610	747
2517983482	6	3
635404938	1115	207
244804238	120	63
946265065	1849	1141
144500227	28	11
2250167449	568	87
2878829060	734	650
904176902	238	79
1455683906	161	99
14803951	825	142
204355964	2735	2246
541329511	131	4
2792946075	186	51
1916081982	1324	483
623033353	298	159
25299952	333	174
89090775	2633	2074
252309149	14	8
2720677413	1372	1061
3178740996	8	1
3071188687	39	15
2381198785	72	28
344918904	3001	1649
24413950	532	286
404923541	514	244
728746483	1492	869
1279365926	260	129
12897402	226	181
2834414549	82	26
226521605	3537	1875
355655086	1165	421
1361202602	790	158
28043760	272	109
928456406	122	30
2915583070	85	78
2733656017	526	430
20004501	933	649
80351619	210	68
88296327	1400	647
332390008	248	184
135627420	550	26
22784691	2096	1664
3113214477	156	81
177280097	2334	384
1938597084	341	13
20627081	3354	916
24546672	1483	286
87506526	1171	413
1050455592	308	142
480018197	3828	2524
1239062041	4244	3182
45849604	472	227
56838981	3874	3243
2485769186	49	28
2323631724	267	195
3335138362	44	33
163785600	2	0
1210753874	495	111
789569244	3234	2327
48124610	3880	3140
3345800758	177	26
567529077	1802	1643
373125198	1597	760
210320751	3	0
2737892870	676	268
923641921	14	12
1172143405	201	93
2738371508	151	91
1088909654	90	57
601361069	121	47
1448986688	5000	3965
770658414	306	116
2172704688	1212	509
67958783	5000	2399
7846072	4138	3231
93246877	830	264
289107079	20	14
33814911	335	91
2924408093	682	176
22067872	1416	497
181813506	1372	500
14659577	1878	1272
156669366	345	54
115883210	1865	955
937704163	5000	2937
110756470	318	78
2811455407	5000	1665
559530797	1919	1227
15170286	5000	1945
38031897	834	178
2165411305	254	112
69190453	4280	3856
560452828	2772	845
274136152	5000	3527
28913772	305	248
437106458	1067	871
18512848	2918	1691
777454808	888	142
318667006	356	210
1671813086	956	561
113437689	2230	1181
1548835656	1238	1022
1949713398	73	18
128633483	514	172
92728914	413	85
938528232	877	193
103747812	951	273
38445467	5000	1922
52432921	558	161
336867747	1957	428
1670645592	252	207
3027683998	106	51
16185232	5000	1328
61105042	95	52
573912263	644	224
3245384441	76	65
189028749	1055	338
21909984	3358	2018
29875818	1765	79
362576854	279	53
2586175196	257	137
29584150	5000	2310
162959947	375	197
551509847	1177	912
757634750	633	392
1566855433	5000	2145
345716798	262	136
2766921938	100	22
44235624	330	135
1674558818	277	162
123791065	3079	804
951010796	751	364
94642746	734	77
1650800029	1277	738
429260925	484	272
330184418	478	101
446690057	154	31
1097027300	4970	4082
1874616600	307	53
32313617	537	232
323385721	841	94
1659062558	484	228
292976071	720	122
168286179	886	137
2943710345	21	4
3267639163	3	2
530963739	166	24
2814073651	2154	664
1735264291	1334	595
1286987072	94	31
909106970	106	72
26071396	1245	934
27112635	659	109
2886941025	1072	622
1450205844	266	87
33346915	1222	614
547904199	320	214
537168634	2638	107
1068480204	211	68
2485800912	49	28
590173575	5000	3876
540660963	2207	261
2194722258	30	22
56408045	389	111
946406934	4761	3360
498700046	920	360
1549127594	275	96
2583797636	90	52
16717148	801	112
582592612	343	207
29757178	461	170
213620244	178	12
3240897141	470	292
193192630	2907	2033
3057295002	19	19
203650771	1674	1456
30559248	3224	2336
1668786650	458	177
2565762389	468	339
20270883	4737	1854
3338164798	14	1
304525409	98	70
1370900198	845	219
1210688401	805	168
260277195	550	289
43251355	726	447
52242864	687	129
3188005545	30	4
2821082002	123	75
95064543	994	352
2159643042	672	161
196531533	3116	1088
51716011	347	212
770521927	5000	3964
2670742214	75	56
3254964078	381	279
25769369	1926	1476
41993876	216	164
3160361312	131	39
1400503214	5000	4045
811683181	5000	132
3342381723	20	14
2737178169	1915	1550
2284040778	1570	1032
308212534	4977	1985
488911358	3247	2326
39106123	2145	527
2636759396	199	16
344831740	52	4
509769573	2516	1322
302335399	937	7
25669608	827	323
3315650567	548	279
132049786	1429	418
23135963	116	84
3007482001	92	47
143795236	837	235
3312275805	251	90
333934967	136	33
229670513	5000	1075
48599448	5000	2028
3195957620	389	163
133402768	2644	1097
536563145	1009	705
2490529512	539	367
386815752	761	124
546009548	1754	431
30967930	2949	321
49671976	1262	1009
212293372	1563	374
297943941	2667	1303
288961609	1788	1308
289912507	931	350
3217290237	1456	185
1555010288	225	102
704306828	5000	3706
893412883	755	460
376387781	210	73
535803197	1156	578
26308591	5000	3649
2794221156	123	7
2971467125	493	1
305567341	2672	630
337194357	167	66
50717228	342	98
1566785113	462	269
3188611670	434	127
93814009	411	238
28321654	904	548
2411506334	344	101
1363083624	1	1
3251305226	2300	1401
239617607	2069	1517
3024312490	272	151
176657599	5000	3394
3266682781	45	38
258831900	5000	2539
206972203	4997	1273
370422480	2214	1640
2784392406	904	446
1513958744	5000	2725
934438520	996	891
102415827	5000	3924
3081420210	1850	1364
3119839568	61	48
483405140	4105	935
1506087619	1160	594
546934384	2779	1584
734560633	368	87
172098657	767	442
495602226	4936	3596
2519949263	1521	368
516573984	600	184
2700834277	2160	1257
347927563	1377	1176
287084075	2546	1627
2519041406	1876	1014
380721869	102	4
468379383	805	259
391201809	2510	1798
2195493073	1	0
262238760	108	53
19038210	5000	2173
3083012555	78	68
3241576740	320	163
312480764	5000	47
368623629	1372	929
431773157	1752	1012
574136126	159	61
37129155	5000	4146
1099214587	132	14
1636125805	597	303
19728844	44	14
408299234	2393	1809
426999530	5000	3772
2935492656	1157	591
2321093156	1904	971
2518574096	485	143
171152361	5000	2643
2480435185	550	326
38054768	3716	3087
2788150925	81	11
2385515678	172	60
113907168	779	133
2828311359	267	171
289666976	2363	1931
134446334	337	29
37591959	881	541
996156068	720	610
2794490467	506	432
1292620070	2141	1723
517997193	5000	1441
310100825	151	91
373364557	1462	125
28152598	341	238
3236255964	48	31
36005781	5000	3080
3309419164	58	9
1635259598	4775	1328
245115093	663	333
3063840061	24	6
57596515	13	7
511231057	51	21
18448384	5000	2425
2918621564	64	7
1675930123	3360	1978
172081908	5000	1141
65254420	1293	507
843683052	172	96
16134203	4472	2272
40684243	154	65
87957969	5000	1594
284677404	626	261
264262161	631	291
2863774500	5000	3107
549863131	295	210
1335392197	583	123
24828490	227	61
132722588	200	44
2956259109	1907	1302
460516990	964	690
43100087	743	370
358730722	4215	785
480632431	1485	524
1901332344	305	151
734859698	58	21
603741920	650	382
205367013	651	268
335915054	619	219
364324850	110	49
323896529	174	89
387194480	1538	351
963507068	58	15
530808482	1201	947
217298076	1966	163
1636106844	3626	1757
503415447	877	547
178985300	1591	1029
25030651	923	367
309298423	674	268
2904695183	195	172
3064348854	181	19
91158484	1124	645
598018682	104	61
379385416	2688	2379
30043610	3390	2022
550273827	1949	373
2958943328	2986	2550
39857486	99	10
2806775116	37	28
230020913	566	233
3257810966	118	107
20487541	130	58
1891615903	153	38
142592735	5000	3178
243801539	752	324
102665109	1543	803
1081973952	3853	2313
192614602	1189	829
1009689475	477	327
471333409	5000	1135
185991141	501	272
2193063256	386	320
74747116	996	75
3225095235	1478	794
19519035	5000	3727
27528481	5000	1829
273641006	60	24
3243175638	1227	707
2377530392	92	9
1508087564	1449	574
3142839960	998	737
16554942	1047	545
67151580	5000	116
2362104414	1177	624
1005383936	5000	2361
274335684	4192	2548
325045679	516	455
75109799	2794	2192
171685797	1992	1600
21415068	434	155
256209052	763	402
16187025	876	661
384005220	4135	3425
254405503	5000	68
1675284572	3162	224
439245840	915	601
355470606	5000	2491
2603857171	701	278
287016103	245	225
187547165	5000	4086
324119016	1130	718
115852160	703	142
537319315	624	162
248454003	2173	755
710686688	2111	1365
525954482	3901	3052
56350690	275	142
2942346460	189	139
3224696714	319	245
2449913803	5000	1383
331313453	44	19
2987979504	116	9
2933804643	474	408
560198159	1552	611
803794298	3851	2818
3102023268	121	40
23885775	5000	1486
16077441	18	10
1358107219	1131	575
420572254	1067	661
19802846	5000	2797
2275254024	5000	1168
3048509299	183	27
313121798	357	46
68126410	1752	532
1093199732	1093	832
3245355291	247	123
213391346	77	46
2972740510	689	420
2873316438	221	102
2213930756	5000	3834
2860936247	974	309
1403424721	140	105
394987093	1571	988
856463456	330	139
29054598	4377	2687
131118806	288	28
920161381	5000	3234
37293223	88	41
387485416	376	173
2443269734	351	108
52436759	66	27
32138442	4993	2573
2578857973	207	103
460422982	147	82
24572630	1571	983
370324628	5000	3787
57263670	464	341
27944341	1376	1010
50243741	2513	622
3141654004	492	292
2436947964	4225	1117
231541352	190	43
1374764281	147	81
2970330011	739	9
510823412	1091	532
33336675	4461	3568
22933688	1312	880
156209575	864	306
20788327	392	219
121535535	1035	382
2483908675	745	597
2421964502	4864	2357
45600257	1985	1492
20812098	100	74
412558070	527	249
105272389	1561	1004
62617728	5000	2539
3348910433	21	17
252270001	514	11
411485640	100	56
27587178	3607	2858
607630997	35	23
1250393527	182	128
3344883958	38	21
553480874	754	613
92643660	454	222
2786939868	1642	126
294801275	344	36
593296499	2108	1828
24645354	5000	2789
565501978	954	829
2762288549	2990	2342
1426676066	1250	573
2933840119	936	616
545947659	84	69
512627900	783	79
3210553487	1	1
2857253438	506	344
3181603264	229	108
2582752596	395	266
48762009	2230	600
3308732037	1542	936
54032913	199	150
232865000	627	235
150728090	144	80
1295672767	228	107
2402434332	178	127
252728214	129	100
89547441	1156	409
45454970	4248	3327
220826934	193	132
126410996	862	251
2547170155	880	337
395381456	1939	412
124735878	1	1
3028055777	272	89
178332153	1172	646
117454986	4376	3467
828155418	5000	1228
24294066	657	69
161272503	2403	1633
740874799	5000	3815
91562723	3660	960
245462185	710	602
756049831	1823	375
286910376	395	195
1438949354	1	0
3152299939	1601	1160
449603053	298	16
49216749	5000	3123
15335491	1449	831
2993036154	1720	642
2516013102	5000	2764
1222740728	413	134
33831682	688	333
103000520	4070	2504
713564221	1878	915
933647382	599	95
1125492462	620	462
711602922	605	484
122567822	1367	1062
26350601	855	58
69980982	454	218
3201486555	256	92
171695328	269	37
117989854	1871	1158
2759480186	21	4
969012494	687	148
522110370	224	8
354440308	4562	3777
231683938	413	177
846649044	2208	99
26958961	9	1
2845021300	671	341
54253578	1599	1302
3111889034	5000	3420
399395577	116	26
1605668706	1735	1237
621996473	2091	904
593986993	202	23
1777557487	1300	771
21109485	549	69
129960904	4739	1727
32200853	840	551
25429361	382	20
3248242181	117	79
397860713	4541	2635
26313306	210	92
347500057	115	17
38308265	850	272
41789292	1615	482
370540029	101	41
