17866318	2714
964312578573979648	2715
367932654	2716
431123869	2717
8927762	2718
129679132	2719
795918177955758081	2720
260567394	2721
187873494	2722
2154023694	2723
197829097	2724
97378390	2725
1510604516	30178
2878829060	78
236666920	54995
210825426	2728
105231326	2730
512603747	2731
2962595974	2732
241272537	2733
870722105314344960	54759
16584912	2734
507765274	2735
3649522392	2736
81136269	2737
1945076263	2738
4636121783	2739
13598462	2740
20341657	57293
65664359	2741
19405774	2742
825982044014514177	2744
222622640	2745
19435965	2746
49205207	2747
123767543	2748
23540192	2749
493162350	2750
531291518	2939
194697604	2752
635521286	2753
195409987	2754
17689864	30785
16687344	27217
308750887	2755
44143534	2756
2307021294	2757
3131256119	49079
813957599485796352	2759
2930492765	2760
357013583	2761
331314788	2762
1904288857	2763
41501555	49080
798669768	2765
842520310226198528	2766
16581861	2767
19720110	2768
52576622	2769
154532994	2770
45259588	2771
935692681912770560	2772
16351521	2773
149993722	2774
4661278332	2775
510846846	3536
16259228	2777
16568402	2778
48952344	2779
920925912	2780
96685533	2781
3303541854	2782
256698152	2783
29941615	61
1447035235	2785
223679759	2786
18072060	57674
7880822	3151
1337075100	2789
35525976	65
76639716	50197
15521774	2792
963236003665375232	2793
258483856	2794
20319147	52103
2932155582	69
111940995	2795
398092540	2796
2504981221	2797
49226489	2798
981551167183433728	2799
2243118661	2800
36417257	2801
734099168143278080	2802
920528174	2803
709755094225412097	2727
26419461	2805
298581371	2806
17796143	2807
14803951	81
50706656	2809
2743749486	2810
16027904	44789
181292375	2811
1068044832	2812
738302988465364992	2813
800922559	30189
407465636	47440
185999139	2815
7120172	2816
983839713780994048	2817
274673392	2818
719166927713636352	2819
89556802	30394
2590641	2821
47331384	2822
796527092	2823
525893754	2824
847942138545422336	2825
3645260053	21043
380109984	2827
2926128044	2828
2804060912	2829
824922920	30192
165885247	2831
16096416	35941
1378143456	2832
709406894905958400	2833
2663460144	2834
874752151	2835
51259456	2836
30602016	2837
892647575454498816	2838
1392951560	2839
196223424	2840
360265928	2842
115680942	2843
246570766	44559
16711026	2844
4432280356	58127
17029640	2845
20593022	2846
2774228239	2847
770797668570279937	55885
368124273	2848
33315551	2849
200550985	2850
332390008	113
815649723889676289	2853
60520655	2854
1105102566	2855
29333340	2856
1179862328	2857
267449695	2858
87506526	121
2151875748	2859
797689217107247104	2860
8942262	2861
715936819368448000	39550
56838981	126
181450119	2863
39414818	49095
836361828494094336	24289
519025164	2864
57461026	128
3335138362	129
17623957	2866
17348525	2867
3397533639	39553
776893435370278913	2869
25310399	2870
40878677	2871
18027450	30201
3074470992	2873
1206227149	55908
1075589358	39554
89569373	2875
54546430	2876
895080232411181057	2877
4016580321	2878
3272284375	2879
827495269394550785	2880
984154248433762304	2881
2738371508	141
16381764	2882
14966484	42813
15290947	2883
29811311	2884
1145724890	2885
373471064	2886
733160213189005312	2887
2717694091	2888
577460870	2889
600074019	2890
730552110907936768	2891
826155076280545280	2892
41866281	2894
207784631	2895
4835333710	2896
14215322	2897
1387798632	2899
39219321	2900
19881465	30206
2472013136	49104
184136149	45851
953185826573373440	2904
4448844105	2905
116909103	2906
38097395	2907
14559721	2908
276716878	2909
236383742	2910
73717434	2911
872786449	2912
25422856	2913
22517956	2914
3105338438	2915
131962317	2916
1317719192	2917
21927987	2918
844695996428959744	2919
4562633179	39561
179149890	2922
86182150	2923
92267891	2924
2339238427	2925
2437661736	2926
47216804	2927
128956175	2928
22513016	2929
805474802341388288	2930
15972765	2931
14181214	2932
25770408	2933
20426530	2934
167225085	2935
758232348	2936
33972168	2937
78746288	2938
69078882	2751
845530901492592641	2940
1419413276	2941
85106384	2942
3089717234	2534
2382257630	2943
3092194948	2944
896339000897568768	2945
269815420	2946
48497926	2947
199400127	2948
90662986	2949
2945359946	2950
2249261083	2951
953847938492481539	2952
707684377	2953
792727963414433792	2954
338968305	2955
224495471	2956
489790581	2957
573912263	189
1416714433	2959
803694179079458816	58004
30372129	2960
46476526	40426
302987254	47060
4496650933	2961
162069635	2962
14481453	2963
714249878	2964
757634750	199
55594930	2965
55004670	2966
15687090	2967
2338885980	2968
2812148346	2969
719183106	2970
16941968	2971
2759619458	49115
474439904	2973
703228783646666754	2974
330184418	209
20352497	2976
428333	2977
882667807728693249	2978
574915137	2979
1874616600	212
74452613	2981
528098872	39569
629512521	2983
33898911	2984
332611996	4276
776046917478289408	2986
1010067534	2987
22307765	2988
2461887810	2989
1119489894	2990
86942017	2991
19273919	2992
2163358988	2993
18333082	2994
887652882	2995
916739985981747201	2996
61349745	2997
729146286029479936	2998
3166178833	2999
18622869	3000
3362160064	3001
996448246007447552	3002
2278351087	3003
825033555478581250	3004
2784707673	3005
107523645	3006
2480936977	39575
502017570	3009
